platform,kategori_utama,sub_kategori,judul_listing,harga,rating,jumlah_order,durasi_hari,skills,url_listing,harga_raw,rating_raw,jumlah_order_raw,durasi_raw
sribu,Pemasaran & Periklanan,Digital Marketing,"Jasa Entry Data & Admin Sosial Media Cepat, Teliti",100000.0,4.9,,3.0,,https://www.sribu.com/id/users/cherrypinky12_/jasa-entry-data-and-admin-sosial-media-cepat-teliti-25deeed6-a70f-4576-9d41-31e907949351,Rp100.000,4.9,,3 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,Digital Marketing,Desain Carousel Instagram + Copywriting,250000.0,4.9,,5.0,Copywriting,https://www.sribu.com/id/users/dikki_iskhan/desain-carousel-instagram-copywriting-81fd3f33-f73e-43f1-9b54-0c76da61c6f2,Rp250.000,4.9,,3Proses kerja (2–5 hari)
sribu,Pemasaran & Periklanan,Digital Marketing,"Digital Marketing (Meta, TikTok, Google)",1200000.0,4.9,,28.0,,https://www.sribu.com/id/users/MN88Hadi/digital-marketing-meta-tiktok-google-572e3ff6-ed3e-4abc-a2f2-fb1eedff1948,Rp1.200.000,4.9,,4Weekly Report
sribu,Pemasaran & Periklanan,Digital Marketing,"Jasa Digital Marketing: Iklan, SEO, Sosmed, dan S",250000.0,4.9,,5.0,SEO,https://www.sribu.com/id/users/IbnuRahmanda706/jasa-digital-marketing-iklan-seo-sosmed-dan-s-0dc561f5-2cb8-4661-b584-0f42e53e77af,Rp250.000,4.9,,5 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,Digital Marketing,Optimasi Shopee,1200000.0,4.9,,4.0,,https://www.sribu.com/id/users/devinuraini/optimasi-shopee-bc04f092-94cb-4dd5-a3d8-bfd23ccb2c27,Rp1.200.000,4.9,,4 Hari Pengerjaan1 Revisi
sribu,Pemasaran & Periklanan,Digital Marketing,Jasa Digital Marketing All-in-One untuk Bisnis And,1500000.0,4.9,,2.0,,https://www.sribu.com/id/users/ulwan1234/jasa-digital-marketing-all-in-one-untuk-bisnis-and-933ff8d1-c4fb-4e54-9e06-46a31fdcd0bf,Rp1.500.000,4.9,,2 Hari Pengerjaan2 Revisi
sribu,Pemasaran & Periklanan,Digital Marketing,Social Media Management Digital Marketing Efektif,1750000.0,4.9,,9714.0,,https://www.sribu.com/id/users/grow_see/social-media-management-digital-marketing-efektif-04918947-192e-4545-9013-16dc08e1527c,Rp1.750.000,4.9,,Promo berakhir dalam 9714 Hari Lagi!
sribu,Visual & Audio,Video Editing,"Video Editing Murah dan Cepat (Educational,Vlog,Gaming,Beauty,etc)",350000.0,4.9,,3.0,,https://www.sribu.com/id/users/Syah_adytia/video-editing-murah-dan-cepat-educationalvloggamingbeautyetc-e4e31c9d-3cd2-41e3-ace8-4904ddc87eff,Rp350.000,4.9,Ulasan dari Pembeli,3 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,Jasa Editing Video Sosmed,250000.0,5.0,,1.0,,https://www.sribu.com/id/users/Digimagi/jasa-editing-video-sosmed-41bd0709-6aa7-40c9-ac81-214e43d468e9,Rp250.000,5.0,Ulasan dari Pembeli,Respon Chat2 jamProyek Berjalan0
sribu,Visual & Audio,Video Editing,Video Editor & Motion Graphics,200000.0,4.9,,2.0,,https://www.sribu.com/id/users/stockholmx/video-editor-and-motion-graphics-57dd517a-8ee6-404d-9073-12748f689b6b,Rp200.000,4.9,Ulasan dari Pembeli,2 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Jasa video editing tiktok/reels/short,250000.0,4.9,,2.0,,https://www.sribu.com/id/users/Faliqulkhaq/jasa-video-editing-tiktokreelsshort-ce0c87c6-0369-4670-8dbd-086eaa0c1803,Rp250.000,4.9,,✅Proses 2 hari
sribu,Visual & Audio,Video Editing,(24 JAM DRAFT 1) Video Editing KONTEN SOSMED,350000.0,5.0,4.0,1.0,,https://www.sribu.com/id/users/scprasetyo/24-jam-draft-1-video-editing-konten-sosmed-bdaacfb0-45c9-454a-a1f1-5a8d9678d4f2,Rp350.000,5.0,"4Preview, feedback & review",24 jam SELESAI DRAFT 1*...
sribu,Visual & Audio,Video Editing,(24 JAM DRAFT 1) Jasa Editing PODCAST VIDEO,350000.0,5.0,4.0,1.0,,https://www.sribu.com/id/users/scprasetyo/24-jam-draft-1-jasa-editing-podcast-video-94758b13-eb9e-4f24-8bc0-cbf103d14dd3,Rp350.000,5.0,"4Preview, feedback & review",Respon Chat1 jamProyek Berjalan1
sribu,Visual & Audio,Video Editing,Jasa video editing CORPORATE VIDEO / COMPRO,850000.0,5.0,4.0,1.0,,https://www.sribu.com/id/users/scprasetyo/jasa-video-editing-corporate-video-compro-770c84ff-4d42-4366-8488-7cf749ff0271,Rp850.000,5.0,"4Preview, feedback & review",Respon Chat1 jamProyek Berjalan1
sribu,Visual & Audio,Video Editing,Social Media/Mobile Video Editing,99000.0,5.0,,1.0,,https://www.sribu.com/id/users/ilamhrnptr/social-mediamobile-video-editing-cc62bf7b-1fde-465d-ac53-26f93d4aef9b,Rp99.000,5.0,Ulasan dari Pembeli,1 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing, Editing Profesional Video dan audio podcast reels,250000.0,5.0,,2.0,,https://www.sribu.com/id/users/ahmadravi97/editing-profesional-video-dan-audio-podcast-reels-97b60892-7403-4cea-ba4d-b743dafdb298,Rp250.000,5.0,Ulasan dari Pembeli,2 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,"Jasa Edit Vidio Reels, Tiktok, 1 Menit",100000.0,5.0,,1.0,,https://www.sribu.com/id/users/sendesign/jasa-edit-vidio-reels-tiktok-1-menit-414dd452-4f45-48e6-a3b6-54e9e896fe0b,Rp100.000,5.0,Ulasan dari Pembeli,Respon Chat4 jamProyek Berjalan0
sribu,Visual & Audio,Video Editing,"(1 HARI JADI) Jasa Video Editing Profesional untuk Sosial Media, Youtube, hingga segala kebutuhan",500000.0,4.8,,2.0,,https://www.sribu.com/id/users/umarakbar/1-hari-jadi-jasa-video-editing-profesional-untuk-sosial-media-youtube-hingga-segala-kebutuhan-aaca1a85-9034-4289-83e8-33fa7fcaac4f,Rp500.000,4.8,Ulasan dari Pembeli,2 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,Jasa Editing Video Tercepat By FORYOURDESIGN.ID,200000.0,4.9,,1.0,,https://www.sribu.com/id/users/foryourdesign.id/jasa-editing-video-tercepat-by-foryourdesignid-87d68354-a8c6-4175-be37-066902dd0f1f,Rp200.000,4.9,Ulasan dari Pembeli,1 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Video Editor Konten TikTok,280000.0,5.0,,10.0,,https://www.sribu.com/id/users/honeybeestore/video-editor-konten-tiktok-4dab0ae0-db76-4e90-abb7-b32c6f809959,Rp280.000,5.0,Ulasan dari Pembeli,Respon Chat10 hariProyek Berjalan0
sribu,Visual & Audio,Video Editing,Jasa Edit Video Kreatif dan Cepat! #SribuinAja,100000.0,4.9,,2.0,,https://www.sribu.com/id/users/syifa.auliam/jasa-edit-video-kreatif-dan-cepat-sribuinaja-36338784-86d3-4a60-ad0e-dc142e4813f4,Rp100.000,4.9,,Respon Chat2 hariProyek Berjalan0
sribu,Visual & Audio,Video Editing,Edit Video  Profesional untuk Konten Sosial Media,300000.0,5.0,,15.0,,https://www.sribu.com/id/users/Vikko_Satya/edit-video-profesional-untuk-konten-sosial-media-8a8d15a0-df0e-4ca3-858e-767556459838,Rp300.000,5.0,Ulasan dari Pembeli,Respon Chat15 hariProyek Berjalan0
sribu,Visual & Audio,Video Editing,Editing Video,99000.0,4.9,,1.0,,https://www.sribu.com/id/users/aurell269friska/editing-video-ef6a2e31-4969-4179-8318-b1f1cb5bac66,Rp99.000,4.9,,1 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Jasa Editing Video Profesional,200000.0,4.9,,2.0,,https://www.sribu.com/id/users/Ikhsanztech/jasa-editing-video-profesional-945fce4d-d878-469b-8bf6-df23db60f5cc,Rp200.000,4.9,,Respon Chat2 hariProyek Berjalan2
sribu,Visual & Audio,Video Editing,"Desain Video Pendek, Shorts, Reels, Tiktok, IGTV",200000.0,4.9,,2.0,,https://www.sribu.com/id/users/Joyaku.Studio/desain-video-pendek-shorts-reels-tiktok-igtv-35bf2641-6101-46bc-9d89-aa963623f9c8,Rp200.000,4.9,,Pengerjaan 2 hari
sribu,Visual & Audio,Video Editing,Jasa Bikin Video Intro / Opening / Bumper Custom,200000.0,4.9,,9739.0,,https://www.sribu.com/id/users/Joyaku.Studio/jasa-bikin-video-intro-opening-bumper-custom-17814d08-ab54-4d80-94e5-078659f12d32,Rp200.000,4.9,,Promo berakhir dalam 9739 Hari Lagi!
sribu,Visual & Audio,Video Editing,Jasa Kelola Konten Video Tiktok/Reels,950000.0,4.9,,5.0,,https://www.sribu.com/id/users/renovabranding/jasa-kelola-konten-video-tiktokreels-59358b31-5903-49d9-be73-5bfbaf7de4f7,Rp950.000,4.9,,5 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,"Editor video, konten ig, tiktok dan youtube. ",100000.0,4.9,,0.0,,https://www.sribu.com/id/users/juanlogin/editor-video-konten-ig-tiktok-dan-youtube-6e1f7403-feba-4534-a603-64c739c29768,Rp100.000,4.9,,0 Hari Pengerjaan5 Revisi
sribu,Visual & Audio,Video Editing,Jasa Edit Video Online,200000.0,4.9,,2.0,,https://www.sribu.com/id/users/juanlogin/jasa-edit-video-online-18b5a3f6-5359-4085-ab09-9e46b9bd8b92,Rp200.000,4.9,,2 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Video Editing for Podcast,500000.0,4.9,,3.0,,https://www.sribu.com/id/users/alvindenatal/video-editing-for-podcast-5468ccf5-80f9-46fb-b8c4-9e4b1dfc3e87,Rp500.000,4.9,,3 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,Edit Video Konten Sosmed Cepat,200000.0,4.9,,2.0,,https://www.sribu.com/id/users/Rizqulhkm/edit-video-konten-sosmed-cepat-7eb85680-6542-4363-965a-ee6c9f332b9b,Rp200.000,4.9,,2 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Graphic Design Video editing dan ai content,1500000.0,4.9,,14.0,,https://www.sribu.com/id/users/LeftStudio/graphic-design-video-editing-dan-ai-content-60d6ffd5-0803-4b3f-8ba5-f80db4bcc876,Rp1.500.000,4.9,,14 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Layanan Edit Video Konten Vertikal Profesional,300000.0,4.9,,1.0,,https://www.sribu.com/id/users/umarakbar/layanan-edit-video-konten-vertikal-profesional-e2196de0-789b-478a-846d-9d87050bb798,Rp300.000,4.9,,1 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,"""Editing Video Reels TikTok dan Shorts Kreatif""",200000.0,5.0,,1.0,,https://www.sribu.com/id/users/medanramadan/editing-video-reels-tiktok-dan-shorts-kreatif-f19e1371-0291-4ca9-b008-e33f9ffaa393,Rp200.000,5.0,Ulasan dari Pembeli,Respon Chat3 jamProyek Berjalan0
sribu,Visual & Audio,Video Editing,Edit Clipper  Untuk Short Harga Bersahabat,300000.0,4.9,,3.0,,https://www.sribu.com/id/users/rang.yooo/edit-clipper-untuk-short-harga-bersahabat-cdd00a0d-b773-46c4-b7f6-5ac10d0d4efa,Rp300.000,4.9,,3 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Layanan edit video kreatif ,500000.0,4.9,,5.0,,https://www.sribu.com/id/users/Maghrobi/layanan-edit-video-kreatif-c85ff11b-c54b-488a-bb8c-56d7a0fbafc1,Rp500.000,4.9,,5 Hari Pengerjaan7 Revisi
sribu,Visual & Audio,Video Editing,Jasa Editing Video Company Profile ,800000.0,5.0,,1.0,,https://www.sribu.com/id/users/Digimagi/jasa-editing-video-company-profile-cfb9b9e3-5397-405a-900f-73a87408c785,Rp800.000,5.0,,Respon Chat2 jamProyek Berjalan0
sribu,Visual & Audio,Video Editing,Jasa Edit video Express,200000.0,4.9,4.0,2.0,,https://www.sribu.com/id/users/amaterasudiyu/jasa-edit-video-express-a149c48b-00f6-40e2-a841-4b16794e6bfc,Rp200.000,4.9,4Preview dan Revisi,Waktu Pengerjaan: 2 Hari...
sribu,Visual & Audio,Video Editing,"Jasa Edit Video Konten, Promosi, Company Profile",200000.0,4.9,,2.0,,https://www.sribu.com/id/users/farahdel/jasa-edit-video-konten-promosi-company-profile-8408a5c9-2a14-4466-a657-b09d32d89306,Rp200.000,4.9,,2 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,Edit Video ,200000.0,4.9,,1.0,,https://www.sribu.com/id/users/skyrarubyjane/edit-video-a119645e-a0e0-4d22-8a5a-aaf20f1dc1e0,Rp200.000,4.9,,1 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Edit Video Reels dan Tiktok,250000.0,4.9,,1.0,,https://www.sribu.com/id/users/will.go.to.my.dream/edit-video-reels-dan-tiktok-57acfa65-e411-4cb1-a6ed-edde5fa16370,Rp250.000,4.9,,1 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,Ubah Video Biasa Jadi WOW! Mulai 200rb,250000.0,4.9,4.0,2.0,,https://www.sribu.com/id/users/billyrsdkrm/ubah-video-biasa-jadi-wow-mulai-200rb-6aebfc2d-8de8-4582-82c9-8e8688dfea9e,Rp250.000,4.9,4Preview dan Revisi,2 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,Video Editor | Semua Jenis Kebutuhan,200000.0,4.9,,1.0,,https://www.sribu.com/id/users/_bangbim/video-editor-or-semua-jenis-kebutuhan-d0f3f341-e241-46ac-b5ec-d40c72a30f9a,Rp200.000,4.9,,🚚 Estimasi pengerjaan: 0-1 hari...
sribu,Visual & Audio,Video Editing,Layanan Edit Video Kreatif,450000.0,4.9,,5.0,,https://www.sribu.com/id/users/Nitasofian1288/layanan-edit-video-kreatif-bad65a99-f82c-4879-bb44-ee848dc89a5a,Rp450.000,4.9,,5 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Jasa Edit Video Tiktok/Short/Reels,300000.0,4.9,,1.0,,https://www.sribu.com/id/users/aureliccaa/jasa-edit-video-tiktokshortreels-406c89fa-41ef-43d3-80a2-5b05ad66aab8,Rp300.000,4.9,,Promo berakhir dalam 1 Hari Lagi!
sribu,Visual & Audio,Video Editing,Jasa Editing Video Profil Perusahaan/Kantor,1500000.0,,,6.0,,https://www.sribu.com/id/users/hanifhard/jasa-editing-video-profil-perusahaankantor-cf979a89-891e-45d6-b682-12a1f3dcc951,Rp1.500.000,,,- Pengerjaan 6 Hari
sribu,Visual & Audio,Video Editing,Jasa Editing Film Pendek,300000.0,4.9,,2.0,,https://www.sribu.com/id/users/hanifhard/jasa-editing-film-pendek-9113804d-6f30-4cad-a7e6-b3cf1055a225,Rp300.000,4.9,,2 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,Jasa Editing Video Sosial Media,300000.0,,,2.0,,https://www.sribu.com/id/users/hanifhard/jasa-editing-video-sosial-media-8dec5add-577f-436e-a978-f4749105de74,Rp300.000,,,2 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,Jasa Editing Video Youtube,500000.0,4.9,,3.0,,https://www.sribu.com/id/users/hanifhard/jasa-editing-video-youtube-66f2dd9a-e40c-4fa9-8ccc-2285f8aa8882,Rp500.000,4.9,,- Pengerjaan 2-3 Hari
sribu,Visual & Audio,Video Editing,"Editing Video Reels, TikTok, & Short Video",200000.0,5.0,,3.0,,https://www.sribu.com/id/users/stockholmx/editing-video-reels-tiktok-and-short-video-c233065f-fa4e-4e61-a7e9-db3fb003afbc,Rp200.000,5.0,,3 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Jasa Konten Video Aesthetic  Faceless Creator Pro,200000.0,4.9,,1.0,,https://www.sribu.com/id/users/Rendi_Irwan/jasa-konten-video-aesthetic-faceless-creator-pro-da7144fe-994c-4bbf-8026-ff26d4eccf08,Rp200.000,4.9,,1 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,JASA EDIT VIDEO CAPCUT SHORT VIDEO,250000.0,4.9,,2.0,,https://www.sribu.com/id/users/diprass._/jasa-edit-video-capcut-short-video-d95bfeba-041a-4ca3-93aa-96c7af0c918b,Rp250.000,4.9,,2 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Layanan Edit Video Kreatif ,200000.0,4.9,,7.0,,https://www.sribu.com/id/users/phix_smart/layanan-edit-video-kreatif-5d148530-c992-415a-9ebf-a40f23a78320,Rp200.000,4.9,,7 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,Layanan Edit Video Konten Media Sosial Kreatif ,200000.0,4.9,,2.0,,https://www.sribu.com/id/users/Nadiya_sinaga6/layanan-edit-video-konten-media-sosial-kreatif-01f3df64-0999-4ee3-9982-0fdcb61a3218,Rp200.000,4.9,,2 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,BUAT ANIMASI 2D,300000.0,4.9,,14.0,,https://www.sribu.com/id/users/riskyahek/buat-animasi-2d-e0818c8f-dce9-4ec6-949e-d9640745cbea,Rp300.000,4.9,,14 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,Jasa Edit Video Kreatif Dan Profesional,300000.0,4.9,,1.0,,https://www.sribu.com/id/users/Siraaaaaaaaaj/jasa-edit-video-kreatif-dan-profesional-a0a634e8-9af1-4a1d-8cf1-efd496a37192,Rp300.000,4.9,,1 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,Editing video Reels/Tiktok,200000.0,4.9,,1.0,,https://www.sribu.com/id/users/musafirrebel/editing-video-reelstiktok-ada3e73f-7dbc-4a74-b765-aebea12064ff,Rp200.000,4.9,,Respon Chat19 jamProyek Berjalan0
sribu,Visual & Audio,Video Editing,Video Editing,200000.0,4.9,,3.0,,https://www.sribu.com/id/users/clara_ibee/video-editing-4dad69bc-5c8b-4406-a39b-23ff290d7a71,Rp200.000,4.9,,3 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,Jasa Edit Video Untuk Sosial Media,500000.0,4.9,,1.0,,https://www.sribu.com/id/users/bagas1304/jasa-edit-video-untuk-sosial-media-d954c803-4710-4d9a-b8f8-8d668b5ee1d1,Rp500.000,4.9,,1 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,"Motion untuk teks, title, dan animasi logo ",200000.0,4.9,4.0,2.0,,https://www.sribu.com/id/users/adnanfirdaus_/motion-untuk-teks-title-dan-animasi-logo-87e5faea-7d95-4228-943a-eda519a5bbdb,Rp200.000,4.9,4Preview & Revisi,2 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,Video Edit Short Form  Tiktok Shorts Reels,300000.0,4.9,3.0,2.0,,https://www.sribu.com/id/users/jnastream/video-edit-short-form-tiktok-shorts-reels-04b6e0c4-aece-4951-a327-a063f2de564c,Rp300.000,4.9,3Preview,2 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,Jasa Edit Video Konten Media Sosial ,200000.0,4.9,,2.0,,https://www.sribu.com/id/users/abrori044/jasa-edit-video-konten-media-sosial-5f98e1cb-3cbf-4cd6-951e-97abfb882942,Rp200.000,4.9,,2 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Pembuatan Konten Edukasi dan Narasi,200000.0,4.9,,1.0,,https://www.sribu.com/id/users/Amru_Alfis/pembuatan-konten-edukasi-dan-narasi-67e5c7ed-b49b-4809-af05-ea4a024fb820,Rp200.000,4.9,,1 Hari Pengerjaan5 Revisi
sribu,Visual & Audio,Video Editing,Video Editor Untuk Social Media,299000.0,4.9,,2.0,,https://www.sribu.com/id/users/aderay10/video-editor-untuk-social-media-b8d09944-82c7-4bbb-ba8a-91be2b69210a,Rp299.000,4.9,,2 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,Jasa Edit Video Pendek  dan Panjang,200000.0,4.9,,11.0,,https://www.sribu.com/id/users/noeralala/jasa-edit-video-pendek-dan-panjang-bd6799af-e1ce-4294-b119-1cffee012b87,Rp200.000,4.9,,11 hari pengerjaan
sribu,Visual & Audio,Video Editing,konten video untuk led display event (area jkt),3400000.0,4.9,4.0,1.0,,https://www.sribu.com/id/users/alexaftha/konten-video-untuk-led-display-event-area-jkt-7a7ce8f2-101e-4125-9538-0e240fac2271,Rp3.400.000,4.9,4preview,Respon Chat1 hariProyek Berjalan0
sribu,Visual & Audio,Video Editing,video editing (online/offline asset area jkt),550000.0,4.9,4.0,1.0,,https://www.sribu.com/id/users/alexaftha/video-editing-onlineoffline-asset-area-jkt-725065d8-1105-4211-b5e4-e102ae305276,Rp550.000,4.9,4preview,Respon Chat1 hariProyek Berjalan0
sribu,Visual & Audio,Video Editing,layanan edit video kreatif dan bagus,250000.0,4.9,,3.0,,https://www.sribu.com/id/users/adityayk28/layanan-edit-video-kreatif-dan-bagus-7f443b40-26a9-461e-b8b7-810cb833bfb0,Rp250.000,4.9,,3 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,"Edit Video, Long & Short Untuk Kebutuhan Sosmed",250000.0,4.9,,1.0,,https://www.sribu.com/id/users/robiatul/edit-video-long-and-short-untuk-kebutuhan-sosmed-72407928-8ef8-41a7-9f2e-c373b3011e11,Rp250.000,4.9,,Respon Chat12 jamProyek Berjalan0
sribu,Visual & Audio,Video Editing,Pembuatan Video Alur Cerita,200000.0,4.9,,2.0,,https://www.sribu.com/id/users/egahrt04/pembuatan-video-alur-cerita-082f6b05-bb6c-4749-94e0-72245ed34d7b,Rp200.000,4.9,,2 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,Editing Video untuk video short dan video panjang,200000.0,4.9,4.0,2.0,,https://www.sribu.com/id/users/hzklazam/editing-video-untuk-video-short-dan-video-panjang-e8628db5-466c-4c93-ab0c-56eaf68ca883,Rp200.000,4.9,4Kirim Preview / Draft,2 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Edit Video Youtube,350000.0,4.9,,1.0,,https://www.sribu.com/id/users/Aditkids/edit-video-youtube-52b8cd68-ac0a-40b4-98d1-4363ae183cbe,Rp350.000,4.9,,Respon Chat5 jamProyek Berjalan0
sribu,Visual & Audio,Video Editing,Edit Video TikTok,220000.0,4.9,,1.0,,https://www.sribu.com/id/users/Aditkids/edit-video-tiktok-dbc792fc-7282-45f7-bbc1-2fa359cfd679,Rp220.000,4.9,,Respon Chat5 jamProyek Berjalan0
sribu,Visual & Audio,Video Editing,Jasa Design dan Video Editor,250000.0,4.9,,1.0,,https://www.sribu.com/id/users/M4ul4n4d4m/jasa-design-dan-video-editor-7bf35e40-f0d1-4241-9bf1-005aaaae62da,Rp250.000,4.9,,1 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Penulisan Naskah Film Editing Video Konten Kreatif,1500000.0,4.9,,5.0,,https://www.sribu.com/id/users/victordacosta/penulisan-naskah-film-editing-video-konten-kreatif-6c02fc05-c28f-4c78-a0e0-19adcc0918ef,Rp1.500.000,4.9,,5 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,edit video shorts dan reels cepat,200000.0,4.9,,2.0,,https://www.sribu.com/id/users/nchordit/edit-video-shorts-dan-reels-cepat-2f53f0f1-cc13-4a2f-9387-66a29f8a4e3f,Rp200.000,4.9,,2 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,Editing Video Konten - Tiktok & Instagram Reels,285000.0,4.9,,1.0,,https://www.sribu.com/id/users/lediestaa/editing-video-konten-tiktok-and-instagram-reels-5816aad0-781d-4779-b791-1e06e705eeb2,Rp285.000,4.9,,Respon Chat1 jamProyek Berjalan0
sribu,Visual & Audio,Video Editing,Jasa Edit Video Cepat Berkualitas,200000.0,4.9,,1.0,,https://www.sribu.com/id/users/irfnrmdhan/jasa-edit-video-cepat-berkualitas-5a985df6-f418-451a-aedb-4f730412ad1f,Rp200.000,4.9,,Respon Chat2 jamProyek Berjalan0
sribu,Visual & Audio,Video Editing,layanan editing video konten youtube ,,,,,,https://www.sribu.com/id/users/Anggiwahid/layanan-editing-video-konten-youtube-a57967ca-96c4-498f-92d1-e62224b56120,,,,
sribu,Visual & Audio,Video Editing,Video short editing dan design thumbnails youtube ,200000.0,4.9,,12.0,,https://www.sribu.com/id/users/Keeellyy/video-short-editing-dan-design-thumbnails-youtube-28614c24-c305-4c5e-ba3b-0b3e94cb07a0,Rp200.000,4.9,,12 Hari Pengerjaan20 Revisi
sribu,Visual & Audio,Video Editing,Edit Video Pendek,200000.0,4.9,,1.0,,https://www.sribu.com/id/users/Selviatamika/edit-video-pendek-ebc4cb49-83c0-4fa9-8de5-fa748ec097c8,Rp200.000,4.9,,1 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,Editing Video,300000.0,4.9,,3.0,,https://www.sribu.com/id/users/alltruis/editing-video-750f4413-88ec-4c4d-9622-398de77ff293,Rp300.000,4.9,,3 Hari Pengerjaan1 Revisi
sribu,Visual & Audio,Video Editing,Editing Simple,200000.0,4.9,,1.0,,https://www.sribu.com/id/users/ardiansyah639/editing-simple-abfbef1e-0546-4a1e-a4de-70c768b3a2c8,Rp200.000,4.9,,1 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Layanan Editing video foto kreatif,400000.0,4.9,,3.0,,https://www.sribu.com/id/users/Reivandit0w/layanan-editing-video-foto-kreatif-f82bed9c-adf7-4347-af13-d308dbe4404f,Rp400.000,4.9,,3 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Jasa Edit Video Konten Sosial Media,200000.0,4.9,,3.0,,https://www.sribu.com/id/users/fadyaazhari/jasa-edit-video-konten-sosial-media-f886d656-74db-4ff4-84a7-cc562c9f5133,Rp200.000,4.9,,3 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Jasa Editing Content Sosial Media,200000.0,4.9,,2.0,,https://www.sribu.com/id/users/ceritaedit.id/jasa-editing-content-sosial-media-935a941a-1b54-4318-9488-cef1bb367960,Rp200.000,4.9,,2 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Jasa Editing Content Sosial Media Dinamis,300000.0,4.9,,3.0,,https://www.sribu.com/id/users/ceritaedit.id/jasa-editing-content-sosial-media-dinamis-5d3084ff-93d8-444f-aad0-74ee0b0e1f23,Rp300.000,4.9,,3 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Jasa Edit Video dan Foto Dokumentasi Acara ,300000.0,4.9,,2.0,,https://www.sribu.com/id/users/daffabari/jasa-edit-video-dan-foto-dokumentasi-acara-756ddf5f-9100-4059-b430-fd761fd2135e,Rp300.000,4.9,,2 Hari Pengerjaan3 Revisi
sribu,Visual & Audio,Video Editing,"Jasa Editing Video Podcast Tiktok, Youtube ",250000.0,4.9,,2.0,,https://www.sribu.com/id/users/Yokirb06/jasa-editing-video-podcast-tiktok-youtube-cd08f0ef-3cbd-477d-9e6f-a76d1d7eff12,Rp250.000,4.9,,2 Hari Pengerjaan2 Revisi
sribu,Visual & Audio,Video Editing,Jasa Editing Video Wedding Clip Cinematic,450000.0,4.9,,3.0,,https://www.sribu.com/id/users/Yokirb06/jasa-editing-video-wedding-clip-cinematic-c86ab502-0b40-49bf-a96b-51c9c157d32a,Rp450.000,4.9,,3 Hari Pengerjaan2 Revisi
